State,District,Year,Crop,Area,Production,Yield,Annual_Rainfall
Andhra Pradesh,KADDAPA,2017,Sugarcane,276.0,26851.0,97.28623188405797,578.1
Andhra Pradesh,KADDAPA,2019,Banana,25887.0,1553220.0,60.0,553.3
Andhra Pradesh,KADDAPA,2019,Coconut,113.0,2079000.0,18398.230088495577,553.3
Andhra Pradesh,KADDAPA,2020,Coconut,81.0,1418000.0,17506.172839506173,1101.5
Andhra Pradesh,KRISHNA,2010,Arecanut,9.0,4.0,0.4444444444444444,3645.9
Andhra Pradesh,KRISHNA,2010,Banana,1465.0,33847.0,23.103754266211602,3645.9
Andhra Pradesh,KRISHNA,2010,Cashewnut,170.0,41.0,0.2411764705882353,3645.9
Andhra Pradesh,KRISHNA,2010,Coconut,1897.0,22495000.0,11858.197153400106,3645.9
Andhra Pradesh,KRISHNA,2010,Ginger,43.0,401.0,9.325581395348838,3645.9
Andhra Pradesh,KRISHNA,2010,Sugarcane,16144.0,1527716.0,94.63057482656095,3645.9
Andhra Pradesh,KRISHNA,2010,Sunflower,76.0,94.0,1.236842105263158,3645.9
Andhra Pradesh,KRISHNA,2010,Sweet potato,1.0,13.0,13.0,3645.9
Andhra Pradesh,KRISHNA,2010,Tobacco,5160.0,12771.0,2.475,3645.9
Andhra Pradesh,KRISHNA,2010,Turmeric,2014.0,17252.0,8.566037735849056,3645.9
Andhra Pradesh,KRISHNA,2011,Banana,1180.0,35937.0,30.45508474576271,1546.8
Andhra Pradesh,KRISHNA,2011,Cashewnut,180.0,46.0,0.25555555555555554,1546.8
Andhra Pradesh,KRISHNA,2011,Coconut,1965.0,27512912.0,14001.481933842239,1546.8
Andhra Pradesh,KRISHNA,2011,Ginger,55.0,508.0,9.236363636363636,1546.8
Andhra Pradesh,KRISHNA,2011,Sugarcane,16024.0,1621860.0,101.2144283574638,1546.8
Andhra Pradesh,KRISHNA,2011,Sunflower,38.0,40.0,1.0526315789473684,1546.8
Andhra Pradesh,KRISHNA,2011,Sweet potato,10.0,128.0,12.8,1546.8
Andhra Pradesh,KRISHNA,2011,Tobacco,3425.0,13256.0,3.8703649635036497,1546.8
Andhra Pradesh,KRISHNA,2011,Turmeric,2670.0,28540.0,10.689138576779026,1546.8
Andhra Pradesh,KRISHNA,2012,Coconut,2008.0,34309000.0,17086.155378486055,2373.0
Andhra Pradesh,KRISHNA,2012,Sugarcane,16000.0,1374000.0,85.875,2373.0
Andhra Pradesh,KRISHNA,2012,Tobacco,3000.0,13000.0,4.333333333333333,2373.0
Andhra Pradesh,KRISHNA,2013,Banana,1266.0,45738.0,36.127962085308056,3639.8
Andhra Pradesh,KRISHNA,2013,Coconut,2053.0,34029000.0,16575.25572333171,3639.8
Andhra Pradesh,KRISHNA,2013,Sugarcane,16123.0,1447765.0,89.79501333498729,3639.8
Andhra Pradesh,KRISHNA,2014,Banana,1554.0,61764.0,39.745173745173744,864.9
Andhra Pradesh,KRISHNA,2014,Coconut,1829.0,30000000.0,16402.405686167305,864.9
Andhra Pradesh,KRISHNA,2014,Sugarcane,16719.0,1400898.0,83.79077696034452,864.9
Andhra Pradesh,KRISHNA,2015,Banana,1372.0,89260.0,65.05830903790087,2979.1
Andhra Pradesh,KRISHNA,2015,Coconut,1872.0,27465000.0,14671.47435897436,2979.1
Andhra Pradesh,KRISHNA,2015,Sugarcane,14555.0,1491656.0,102.48409481277912,2979.1
Andhra Pradesh,KRISHNA,2016,Banana,1512.0,57364.0,37.939153439153436,2724.2
Andhra Pradesh,KRISHNA,2016,Coconut,997.0,13800000.0,13841.524573721163,2724.2
Andhra Pradesh,KRISHNA,2016,Sugarcane,10983.0,993610.0,90.46799599380861,2724.2
Andhra Pradesh,KRISHNA,2017,Banana,1355.0,289920.0,213.9630996309963,1739.2
Andhra Pradesh,KRISHNA,2017,Coconut,1925.0,31700000.0,16467.532467532466,1739.2
Andhra Pradesh,KRISHNA,2017,Sugarcane,10258.0,945664.0,92.18795086761551,1739.2
Andhra Pradesh,KRISHNA,2018,Banana,1305.0,336780.0,258.0689655172414,2448.5
Andhra Pradesh,KRISHNA,2018,Coconut,1899.0,37200000.0,19589.257503949448,2448.5
Andhra Pradesh,KRISHNA,2019,Banana,4771.0,286260.0,60.0,2703.6
Andhra Pradesh,KRISHNA,2019,Coconut,1820.0,33490000.0,18401.0989010989,2703.6
Andhra Pradesh,KRISHNA,2020,Coconut,1444.0,25271000.0,17500.692520775625,4291.9
Andhra Pradesh,KURNOOL,2010,Banana,2018.0,54942.0,27.225966303270564,1838.8
Andhra Pradesh,KURNOOL,2010,Coconut,51.0,445000.0,8725.490196078432,1838.8
Andhra Pradesh,KURNOOL,2010,Coriander,3659.0,2477.0,0.6769609182836841,1838.8
Andhra Pradesh,KURNOOL,2010,Potato,14.0,157.0,11.214285714285714,1838.8
Andhra Pradesh,KURNOOL,2010,Sugarcane,1738.0,168912.0,97.18757192174914,1838.8
Andhra Pradesh,KURNOOL,2010,Sunflower,78213.0,63375.0,0.8102872923938476,1838.8
Andhra Pradesh,KURNOOL,2010,Sweet potato,6.0,77.0,12.833333333333334,1838.8
Andhra Pradesh,KURNOOL,2010,Tobacco,12141.0,21405.0,1.763034346429454,1838.8
Andhra Pradesh,KURNOOL,2010,Turmeric,1918.0,15098.0,7.871741397288843,1838.8
Andhra Pradesh,KURNOOL,2011,Banana,612.0,18621.0,30.426470588235293,460.8
Andhra Pradesh,KURNOOL,2011,Coconut,15.0,119280.0,7952.0,460.8
Andhra Pradesh,KURNOOL,2011,Coriander,3151.0,1711.0,0.5430022215169787,460.8
Andhra Pradesh,KURNOOL,2011,Potato,32.0,321.0,10.03125,460.8
Andhra Pradesh,KURNOOL,2011,Sugarcane,985.0,100261.0,101.78781725888325,460.8
Andhra Pradesh,KURNOOL,2011,Sunflower,32425.0,21656.0,0.6678797224363917,460.8
Andhra Pradesh,KURNOOL,2011,Sweet potato,41.0,527.0,12.853658536585366,460.8
Andhra Pradesh,KURNOOL,2011,Tobacco,9007.0,14529.0,1.6130787165537914,460.8
Andhra Pradesh,KURNOOL,2011,Turmeric,4778.0,39371.0,8.240058601925492,460.8
Andhra Pradesh,KURNOOL,2012,Coconut,16.0,138000.0,8625.0,736.1
Andhra Pradesh,KURNOOL,2012,Sugarcane,2000.0,138000.0,69.0,736.1
Andhra Pradesh,KURNOOL,2012,Tobacco,7000.0,9000.0,1.2857142857142858,736.1
Andhra Pradesh,KURNOOL,2013,Banana,1632.0,51539.0,31.58026960784314,1062.5
Andhra Pradesh,KURNOOL,2013,Coconut,8.0,58000.0,7250.0,1062.5
Andhra Pradesh,KURNOOL,2013,Sannhamp,18.0,0.0,0.0,1062.5
Andhra Pradesh,KURNOOL,2013,Sugarcane,751.0,80420.0,107.08388814913448,1062.5
Andhra Pradesh,KURNOOL,2014,Banana,1985.0,90691.0,45.688161209068014,788.1
Andhra Pradesh,KURNOOL,2014,Sugarcane,714.0,83391.0,116.79411764705883,788.1
Andhra Pradesh,KURNOOL,2015,Banana,2331.0,117795.0,50.534105534105535,627.6999999999999
Andhra Pradesh,KURNOOL,2015,Sugarcane,960.0,95616.0,99.6,627.6999999999999
Andhra Pradesh,KURNOOL,2016,Banana,2032.0,116810.0,57.485236220472444,1617.2
Andhra Pradesh,KURNOOL,2016,Sugarcane,406.0,42708.0,105.19211822660098,1617.2
Andhra Pradesh,KURNOOL,2017,Banana,2266.0,220200.0,97.1756398940865,704.5
Andhra Pradesh,KURNOOL,2017,Coconut,14.0,0.0,0.0,704.5
Andhra Pradesh,KURNOOL,2017,Sugarcane,453.0,59259.0,130.81456953642385,704.5
Andhra Pradesh,KURNOOL,2018,Banana,2915.0,244200.0,83.77358490566037,460.4
Andhra Pradesh,KURNOOL,2018,Coconut,10.0,0.0,0.0,460.4
Andhra Pradesh,KURNOOL,2019,Banana,3970.0,238200.0,60.0,1065.0
Andhra Pradesh,KURNOOL,2019,Coconut,5.0,92000.0,18400.0,1065.0
Andhra Pradesh,KURNOOL,2020,Coconut,22.0,385000.0,17500.0,2642.9
Andhra Pradesh,NELLORE,2010,Banana,1278.0,32579.0,25.492175273865413,2349.1
Andhra Pradesh,NELLORE,2010,Cashewnut,491.0,118.0,0.24032586558044808,2349.1
Andhra Pradesh,NELLORE,2010,Coconut,788.0,9339000.0,11851.522842639593,2349.1
Andhra Pradesh,NELLORE,2010,Sugarcane,7172.0,658905.0,91.8718627997769,2349.1
Andhra Pradesh,NELLORE,2010,Sunflower,2704.0,2460.0,0.9097633136094675,2349.1
Andhra Pradesh,NELLORE,2010,Sweet potato,40.0,512.0,12.8,2349.1
Andhra Pradesh,NELLORE,2010,Tapioca,4.0,26.0,6.5,2349.1
Andhra Pradesh,NELLORE,2010,Tobacco,10863.0,18369.0,1.6909693454846728,2349.1
Andhra Pradesh,NELLORE,2010,Turmeric,153.0,934.0,6.104575163398692,2349.1
Andhra Pradesh,NELLORE,2011,Banana,1177.0,18284.0,15.534409515717927,2339.8
Andhra Pradesh,NELLORE,2011,Cashewnut,453.0,116.0,0.2560706401766004,2339.8
Andhra Pradesh,NELLORE,2011,Coconut,769.0,10769808.0,14004.95188556567,2339.8
Andhra Pradesh,NELLORE,2011,Sugarcane,9061.0,976456.0,107.76470588235294,2339.8
Andhra Pradesh,NELLORE,2011,Sunflower,2862.0,1983.0,0.6928721174004193,2339.8
Andhra Pradesh,NELLORE,2011,Sweet potato,175.0,2250.0,12.857142857142858,2339.8
Andhra Pradesh,NELLORE,2011,Tobacco,10882.0,17531.0,1.6110090056974822,2339.8
Andhra Pradesh,NELLORE,2011,Turmeric,280.0,2102.0,7.507142857142857,2339.8
Andhra Pradesh,NELLORE,2012,Coconut,735.0,12558000.0,17085.714285714286,1620.0
Andhra Pradesh,NELLORE,2012,Sugarcane,10000.0,973000.0,97.3,1620.0
Andhra Pradesh,NELLORE,2012,Tobacco,9000.0,14000.0,1.5555555555555556,1620.0
Andhra Pradesh,NELLORE,2013,Banana,816.0,25764.0,31.573529411764707,2029.6
Andhra Pradesh,NELLORE,2013,Coconut,543.0,9000000.0,16574.585635359115,2029.6
Andhra Pradesh,NELLORE,2013,Sugarcane,7835.0,817711.0,104.36643267389917,2029.6
Andhra Pradesh,NELLORE,2014,Banana,551.0,11725.0,21.279491833030853,715.3000000000001
Andhra Pradesh,NELLORE,2014,Coconut,491.0,6000000.0,12219.959266802443,715.3000000000001
Andhra Pradesh,NELLORE,2014,Sugarcane,4002.0,393918.0,98.43028485757121,715.3000000000001
Andhra Pradesh,NELLORE,2015,Banana,726.0,19065.0,26.260330578512395,1488.0
Andhra Pradesh,NELLORE,2015,Coconut,498.0,5976000.0,12000.0,1488.0
Andhra Pradesh,NELLORE,2015,Sugarcane,1896.0,195847.0,103.29483122362869,1488.0
Andhra Pradesh,NELLORE,2016,Banana,813.0,21919.0,26.960639606396064,1115.9
Andhra Pradesh,NELLORE,2016,Coconut,466.0,6400000.0,13733.905579399141,1115.9
Andhra Pradesh,NELLORE,2016,Sugarcane,1184.0,114425.0,96.64273648648648,1115.9
Andhra Pradesh,NELLORE,2017,Banana,763.0,92700.0,121.49410222804718,922.8
Andhra Pradesh,NELLORE,2017,Coconut,406.0,5700000.0,14039.408866995074,922.8
Andhra Pradesh,NELLORE,2017,Sugarcane,962.0,99086.0,103.0,922.8
Andhra Pradesh,NELLORE,2018,Banana,670.0,96720.0,144.3582089552239,965.2
Andhra Pradesh,NELLORE,2018,Coconut,376.0,6600000.0,17553.191489361703,965.2
Andhra Pradesh,NELLORE,2019,Banana,962.0,57720.0,60.0,1339.7
Andhra Pradesh,NELLORE,2019,Coconut,390.0,7176000.0,18400.0,1339.7
Andhra Pradesh,NELLORE,2020,Coconut,335.0,5863000.0,17501.492537313432,2973.5
Andhra Pradesh,PRAKASAM,2010,Banana,292.0,7444.0,25.493150684931507,954.1
Andhra Pradesh,PRAKASAM,2010,Cashewnut,1056.0,253.0,0.23958333333333334,954.1
Andhra Pradesh,PRAKASAM,2010,Coconut,73.0,865000.0,11849.315068493152,954.1
Andhra Pradesh,PRAKASAM,2010,Coriander,843.0,571.0,0.6773428232502966,954.1
Andhra Pradesh,PRAKASAM,2010,Sugarcane,331.0,27142.0,82.0,954.1
Andhra Pradesh,PRAKASAM,2010,Sunflower,18503.0,22870.0,1.2360157812246664,954.1
Andhra Pradesh,PRAKASAM,2010,Sweet potato,137.0,1918.0,14.0,954.1
Andhra Pradesh,PRAKASAM,2010,Tobacco,81271.0,127518.0,1.5690467694503574,954.1
Andhra Pradesh,PRAKASAM,2010,Turmeric,532.0,3248.0,6.105263157894737,954.1
Andhra Pradesh,PRAKASAM,2011,Banana,430.0,11455.0,26.63953488372093,577.7
Andhra Pradesh,PRAKASAM,2011,Cashewnut,1078.0,277.0,0.2569573283858998,577.7
Andhra Pradesh,PRAKASAM,2011,Coconut,47.0,655424.0,13945.191489361701,577.7
Andhra Pradesh,PRAKASAM,2011,Coriander,529.0,501.0,0.947069943289225,577.7
Andhra Pradesh,PRAKASAM,2011,Sugarcane,423.0,34263.0,81.0,577.7
Andhra Pradesh,PRAKASAM,2011,Sunflower,17007.0,18623.0,1.0950196977715059,577.7
Andhra Pradesh,PRAKASAM,2011,Sweet potato,99.0,1571.0,15.868686868686869,577.7
Andhra Pradesh,PRAKASAM,2011,Tobacco,62776.0,109504.0,1.744360902255639,577.7
Andhra Pradesh,PRAKASAM,2011,Turmeric,1343.0,10084.0,7.508562918838422,577.7
Andhra Pradesh,PRAKASAM,2012,Coconut,39.0,666000.0,17076.923076923078,961.8000000000001
Andhra Pradesh,PRAKASAM,2012,Sugarcane,1000.0,51000.0,51.0,961.8000000000001
Andhra Pradesh,PRAKASAM,2012,Tobacco,72000.0,133000.0,1.8472222222222223,961.8000000000001
Andhra Pradesh,PRAKASAM,2013,Banana,487.0,9561.0,19.632443531827516,1094.8
Andhra Pradesh,PRAKASAM,2013,Coconut,39.0,646000.0,16564.102564102563,1094.8
Andhra Pradesh,PRAKASAM,2013,Sannhamp,1841.0,0.0,0.0,1094.8
Andhra Pradesh,PRAKASAM,2013,Sugarcane,673.0,53132.0,78.9479940564636,1094.8
Andhra Pradesh,PRAKASAM,2015,Banana,688.0,18068.0,26.261627906976745,583.0
Andhra Pradesh,PRAKASAM,2015,Coconut,40.0,600000.0,15000.0,583.0
Andhra Pradesh,PRAKASAM,2015,Sugarcane,628.0,49946.0,79.53184713375796,583.0
Andhra Pradesh,PRAKASAM,2016,Banana,401.0,10811.0,26.960099750623442,588.5
Andhra Pradesh,PRAKASAM,2016,Coconut,40.0,600000.0,15000.0,588.5
Andhra Pradesh,PRAKASAM,2016,Sugarcane,444.0,34632.0,78.0,588.5
Andhra Pradesh,PRAKASAM,2017,Banana,426.0,24060.0,56.478873239436616,615.0999999999999
Andhra Pradesh,PRAKASAM,2017,Coconut,21.0,500000.0,23809.52380952381,615.0999999999999
Andhra Pradesh,PRAKASAM,2017,Sugarcane,233.0,16567.0,71.1030042918455,615.0999999999999
Andhra Pradesh,PRAKASAM,2018,Banana,204.0,21000.0,102.94117647058823,355.4
Andhra Pradesh,PRAKASAM,2018,Coconut,19.0,600000.0,31578.947368421053,355.4
Andhra Pradesh,PRAKASAM,2019,Banana,380.0,22800.0,60.0,709.0
Andhra Pradesh,PRAKASAM,2019,Coconut,19.0,350000.0,18421.052631578947,709.0
Andhra Pradesh,PRAKASAM,2020,Coconut,55.0,963000.0,17509.090909090908,909.5
Andhra Pradesh,SRIKAKULAM,2010,Banana,853.0,21745.0,25.49237983587339,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Cashewnut,23355.0,8442.0,0.36146435452793835,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Coconut,14619.0,147532000.0,10091.798344620014,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Ginger,76.0,709.0,9.328947368421053,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Sugarcane,3176.0,180905.0,56.96001259445844,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Sunflower,3599.0,4474.0,1.243123089747152,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Sweet potato,50.0,641.0,12.82,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Tapioca,132.0,384.0,2.909090909090909,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Tobacco,105.0,337.0,3.2095238095238097,1538.0
Andhra Pradesh,SRIKAKULAM,2010,Turmeric,200.0,1221.0,6.105,1538.0
Andhra Pradesh,SRIKAKULAM,2011,Banana,2039.0,54319.0,26.64001961745954,769.2
Andhra Pradesh,SRIKAKULAM,2011,Cashewnut,23897.0,8700.0,0.3640624346152237,769.2
Andhra Pradesh,SRIKAKULAM,2011,Coconut,14636.0,169696800.0,11594.47936594698,769.2
Andhra Pradesh,SRIKAKULAM,2011,Garlic,1.0,2.0,2.0,769.2
Andhra Pradesh,SRIKAKULAM,2011,Ginger,76.0,702.0,9.236842105263158,769.2
Andhra Pradesh,SRIKAKULAM,2011,Sugarcane,7862.0,548950.0,69.82320020351055,769.2
Andhra Pradesh,SRIKAKULAM,2011,Sunflower,2691.0,2852.0,1.0598290598290598,769.2
Andhra Pradesh,SRIKAKULAM,2011,Sweet potato,60.0,771.0,12.85,769.2
Andhra Pradesh,SRIKAKULAM,2011,Tapioca,72.0,414.0,5.75,769.2
Andhra Pradesh,SRIKAKULAM,2011,Tobacco,50.0,172.0,3.44,769.2
Andhra Pradesh,SRIKAKULAM,2011,Turmeric,227.0,1704.0,7.506607929515418,769.2
Andhra Pradesh,SRIKAKULAM,2012,Coconut,14421.0,306951000.0,21285.001040149782,1409.3
Andhra Pradesh,SRIKAKULAM,2012,Sugarcane,7000.0,492000.0,70.28571428571429,1409.3
Andhra Pradesh,SRIKAKULAM,2013,Banana,2422.0,47549.0,19.63212221304707,1467.0
Andhra Pradesh,SRIKAKULAM,2013,Coconut,13812.0,249859000.0,18089.994207935128,1467.0
Andhra Pradesh,SRIKAKULAM,2013,Sugarcane,5682.0,395814.0,69.6610348468849,1467.0
Andhra Pradesh,SRIKAKULAM,2015,Banana,2349.0,50569.0,21.527884206045126,1049.7
Andhra Pradesh,SRIKAKULAM,2015,Coconut,14753.0,175100000.0,11868.772453060394,1049.7
Andhra Pradesh,SRIKAKULAM,2015,Sugarcane,6117.0,473532.0,77.41245708680727,1049.7
Andhra Pradesh,SRIKAKULAM,2016,Banana,1682.0,55762.0,33.15219976218787,1158.7
Andhra Pradesh,SRIKAKULAM,2016,Coconut,14777.0,203900000.0,13798.470596196792,1158.7
Andhra Pradesh,SRIKAKULAM,2016,Sugarcane,5645.0,444538.0,78.74898139946856,1158.7
Andhra Pradesh,SRIKAKULAM,2017,Banana,1561.0,188220.0,120.5765534913517,853.9
Andhra Pradesh,SRIKAKULAM,2017,Coconut,14508.0,98700000.0,6803.143093465674,853.9
Andhra Pradesh,SRIKAKULAM,2017,Sugarcane,5336.0,448802.0,84.10832083958022,853.9
Andhra Pradesh,SRIKAKULAM,2018,Banana,1659.0,188220.0,113.45388788426763,1109.3
Andhra Pradesh,SRIKAKULAM,2018,Coconut,14706.0,209700000.0,14259.485924112607,1109.3
Andhra Pradesh,SRIKAKULAM,2019,Banana,3152.0,189120.0,60.0,1049.6
Andhra Pradesh,SRIKAKULAM,2019,Coconut,14735.0,108199000.0,7342.9928741092635,1049.6
Andhra Pradesh,SRIKAKULAM,2020,Coconut,15066.0,108641000.0,7211.004911721758,700.9
Andhra Pradesh,VISAKHAPATNAM,2010,Banana,1182.0,18459.0,15.616751269035532,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Cashewnut,31731.0,6821.0,0.2149632851155022,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Coconut,7763.0,69287000.0,8925.28661599897,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Ginger,601.0,1613.0,2.6838602329450914,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Potato,96.0,1076.0,11.208333333333334,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Sugarcane,38819.0,2221674.0,57.23161338519797,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Sunflower,408.0,507.0,1.2426470588235294,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Sweet potato,121.0,1549.0,12.801652892561984,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Tapioca,216.0,1422.0,6.583333333333333,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Tobacco,495.0,1361.0,2.7494949494949497,3723.3
Andhra Pradesh,VISAKHAPATNAM,2010,Turmeric,1935.0,4882.0,2.522997416020672,3723.3
Andhra Pradesh,VISAKHAPATNAM,2011,Banana,1355.0,22833.0,16.850922509225093,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Cashewnut,33639.0,3621.0,0.10764291447427093,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Coconut,7054.0,72295470.0,10248.861638786504,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Ginger,586.0,1448.0,2.47098976109215,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Potato,46.0,462.0,10.043478260869565,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Sugarcane,37862.0,2152876.0,56.86112725159791,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Sunflower,547.0,568.0,1.0383912248628884,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Sweet potato,95.0,1222.0,12.863157894736842,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Tapioca,176.0,2251.0,12.789772727272727,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Tobacco,580.0,1847.0,3.18448275862069,1499.0
Andhra Pradesh,VISAKHAPATNAM,2011,Turmeric,1957.0,4450.0,2.2738886050076648,1499.0
Andhra Pradesh,VISAKHAPATNAM,2012,Coconut,6116.0,99838000.0,16324.068018312622,2167.9
Andhra Pradesh,VISAKHAPATNAM,2012,Sugarcane,38000.0,2072000.0,54.526315789473685,2167.9
Andhra Pradesh,VISAKHAPATNAM,2013,Banana,1409.0,27661.0,19.631653655074523,2389.6
Andhra Pradesh,VISAKHAPATNAM,2013,Coconut,5999.0,76721000.0,12788.964827471245,2389.6
Andhra Pradesh,VISAKHAPATNAM,2013,Sugarcane,37603.0,2103656.0,55.9438342685424,2389.6
Andhra Pradesh,VISAKHAPATNAM,2014,Banana,1801.0,38325.0,21.279844530816213,2238.4
Andhra Pradesh,VISAKHAPATNAM,2014,Coconut,7416.0,130500000.0,17597.087378640776,2238.4
Andhra Pradesh,VISAKHAPATNAM,2014,Sugarcane,37535.0,1814054.0,48.329665645397625,2238.4
Andhra Pradesh,VISAKHAPATNAM,2015,Banana,1265.0,30390.0,24.023715415019762,2694.5
Andhra Pradesh,VISAKHAPATNAM,2015,Coconut,7300.0,102200000.0,14000.0,2694.5
Andhra Pradesh,VISAKHAPATNAM,2015,Sugarcane,35885.0,2011535.0,56.05503692350565,2694.5
Andhra Pradesh,VISAKHAPATNAM,2016,Banana,1162.0,36896.0,31.752151462994835,2335.1
Andhra Pradesh,VISAKHAPATNAM,2016,Coconut,7548.0,104200000.0,13804.981452040276,2335.1
Andhra Pradesh,VISAKHAPATNAM,2016,Sugarcane,32364.0,1908343.0,58.9649919663824,2335.1
Andhra Pradesh,VISAKHAPATNAM,2017,Banana,1234.0,110400.0,89.46515397082658,769.6999999999999
Andhra Pradesh,VISAKHAPATNAM,2017,Coconut,7226.0,113200000.0,15665.65181289787,769.6999999999999
Andhra Pradesh,VISAKHAPATNAM,2017,Sugarcane,32153.0,1847660.0,57.464622274748855,769.6999999999999
Andhra Pradesh,VISAKHAPATNAM,2018,Banana,1169.0,110400.0,94.43969204448247,1166.6
Andhra Pradesh,VISAKHAPATNAM,2018,Coconut,7359.0,106000000.0,14404.130996059248,1166.6
Andhra Pradesh,VISAKHAPATNAM,2019,Banana,1383.0,82980.0,60.0,506.2
Andhra Pradesh,VISAKHAPATNAM,2019,Black pepper,17215.0,17215.0,1.0,506.2
Andhra Pradesh,VISAKHAPATNAM,2019,Coconut,7420.0,98612000.0,13290.026954177898,506.2
Andhra Pradesh,VISAKHAPATNAM,2020,Coconut,7658.0,104930000.0,13702.01096892139,1299.1
Andhra Pradesh,WEST GODAVARI,2010,Arecanut,20.0,9.0,0.45,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Banana,8420.0,212967.0,25.292992874109263,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Cashewnut,23379.0,5700.0,0.24380854613114333,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Coconut,20437.0,292704000.0,14322.258648529627,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Ginger,2.0,19.0,9.5,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Sugarcane,26564.0,2546933.0,95.87912212016262,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Sunflower,688.0,855.0,1.242732558139535,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Tapioca,83.0,547.0,6.590361445783133,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Tobacco,28168.0,52357.0,1.8587404146549276,1544.2
Andhra Pradesh,WEST GODAVARI,2010,Turmeric,302.0,1844.0,6.105960264900662,1544.2
Andhra Pradesh,WEST GODAVARI,2011,Banana,10098.0,348290.0,34.49098831451773,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Cashewnut,22134.0,10636.0,0.4805276949489473,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Coconut,20551.0,343423125.0,16710.774414870324,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Ginger,12.0,111.0,9.25,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Sugarcane,27054.0,2506788.0,92.65868263473054,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Sunflower,548.0,581.0,1.0602189781021898,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Tapioca,84.0,840.0,10.0,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Tobacco,25908.0,47275.0,1.8247259533734754,1106.2
Andhra Pradesh,WEST GODAVARI,2011,Turmeric,897.0,6735.0,7.508361204013378,1106.2
Andhra Pradesh,WEST GODAVARI,2012,Coconut,20196.0,405213000.0,20064.02257872846,1374.6
Andhra Pradesh,WEST GODAVARI,2012,Sugarcane,24000.0,2175000.0,90.625,1374.6
Andhra Pradesh,WEST GODAVARI,2012,Tobacco,27000.0,47000.0,1.7407407407407407,1374.6
Andhra Pradesh,WEST GODAVARI,2013,Banana,9460.0,205367.0,21.708985200845667,1618.2
Andhra Pradesh,WEST GODAVARI,2013,Coconut,21355.0,448904000.0,21021.02552095528,1618.2
Andhra Pradesh,WEST GODAVARI,2013,Sugarcane,24026.0,2214048.0,92.15216848414218,1618.2
Andhra Pradesh,WEST GODAVARI,2015,Banana,7938.0,259446.0,32.68405139833711,1508.7
Andhra Pradesh,WEST GODAVARI,2015,Coconut,21818.0,296200000.0,13575.946466220552,1508.7
Andhra Pradesh,WEST GODAVARI,2015,Sugarcane,14804.0,1370472.0,92.57443934071873,1508.7
Andhra Pradesh,WEST GODAVARI,2016,Banana,8011.0,330974.0,41.314941954812134,951.9
Andhra Pradesh,WEST GODAVARI,2016,Coconut,21258.0,293400000.0,13801.862828111769,951.9
Andhra Pradesh,WEST GODAVARI,2016,Sugarcane,9098.0,805391.0,88.52396131017807,951.9
Andhra Pradesh,WEST GODAVARI,2017,Banana,8082.0,950160.0,117.56495916852265,722.2
Andhra Pradesh,WEST GODAVARI,2017,Coconut,22947.0,326300000.0,14219.7237111605,722.2
Andhra Pradesh,WEST GODAVARI,2017,Sugarcane,7951.0,849499.0,106.84178090806188,722.2
Andhra Pradesh,WEST GODAVARI,2018,Banana,8069.0,795300.0,98.56239930598588,999.6
